id,salary
30494,14336.75024
30495,9014.048147
30496,9617.222223
30497,11597.08439
30498,11378.30485
30499,10315.46468
30500,5961.450244
30501,10054.36273
30502,9573.438253
30503,10904.58575
30504,8506.866162
30505,11561.5321
30506,12404.36533
30507,12290.15021
30508,10360.80374
30509,11606.6858
30510,11172.82922
30511,9394.605315
30512,13311.77432
30513,6489.200841
30514,6663.275916
30515,6998.625702
30516,8980.697432
30517,6491.461479
30518,9206.010964
30519,11254.8248
30520,9016.308784
30521,9601.397758
30522,12626.76096
30523,11378.30485
30524,5968.232158
30525,10292.9261
30526,5961.450244
30527,11194.34509
30528,9627.058545
30529,8785.265137
30530,8855.979209
30531,5961.450244
30532,8977.877941
30533,9430.140504
30534,13260.44195
30535,10207.04935
30536,8764.557379
30537,4542.506512
30538,8479.103491
30539,4811.131507
30540,11242.03906
30541,10313.20405
30542,10887.78193
30543,10360.80374
30544,8831.03238
30545,11722.97084
30546,9016.308784
30547,9432.401142
30548,6998.625702
30549,10313.20405
30550,8492.907324
30551,11816.39487
30552,11617.98898
30553,12287.88957
30554,6588.614052
30555,13307.25304
30556,8842.333509
30557,11816.39487
30558,10534.50425
30559,10360.80374
30560,10314.40362
30561,4825.293166
30562,9086.262447
30563,12623.7144
30564,9403.01285
30565,10589.22094
30566,9016.308784
30567,11254.8248
30568,8762.296741
30569,9425.777982
30570,12404.36533
30571,11404.00372
30572,10313.20405
30573,5983.580361
30574,10433.93415
30575,6998.625702
30576,12317.27786
30577,8978.436794
30578,10299.70801
30579,6482.418928
30580,9376.202704
30581,10360.80374
30582,10628.17768
30583,5571.897541
30584,5965.97152
30585,9432.559896
30586,11577.41175
30587,11953.48324
30588,9016.308784
30589,14613.78541
30590,7991.230716
30591,13136.39575
30592,8481.364129
30593,12071.48297
30594,9544.164204
30595,11568.05169
30596,11765.99476
30597,13275.76287
30598,7099.623991
30599,8639.932384
30600,10904.35655
30601,10360.80374
30602,10360.80374
30603,10290.66546
30604,11570.31233
30605,10270.80944
30606,7400.802058
30607,13489.26441
30608,9601.397758
30609,10583.68951
30610,9538.849158
30611,9725.628961
30612,6998.625702
30613,10299.70801
30614,9546.424842
30615,11252.56416
30616,6036.768924
30617,13415.2715
30618,11593.59823
30619,12524.96032
30620,8528.67877
30621,10288.40482
30622,13196.55795
30623,10035.08442
30624,8481.604135
30625,8492.032302
30626,10106.02221
30627,7454.291425
30628,8975.617303
30629,9425.777982
30630,5961.450244
30631,11254.8248
30632,11816.39487
30633,10304.22929
30634,8484.297864
30635,10290.66546
30636,8998.223682
30637,8475.615991
30638,8411.460915
30639,9423.35859
30640,10776.68566
30641,11856.99641
30642,9430.140504
30643,10054.90256
30644,9392.185923
30645,9425.777982
30646,10012.31929
30647,9016.308784
30648,9016.308784
30649,11252.56416
30650,10298.06714
30651,12623.7144
30652,10360.80374
30653,11275.94863
30654,10483.87145
30655,10301.96865
30656,13907.12557
30657,11993.22777
30658,9012.175742
30659,10701.56859
30660,8492.907324
30661,8492.907324
30662,9546.266088
30663,10360.80374
30664,8745.40933
30665,7358.840544
30666,5956.928968
30667,10290.66546
30668,10135.37242
30669,11485.38668
30670,10701.56859
30671,6491.461479
30672,5556.073076
30673,10290.66546
30674,10273.07008
30675,8785.265137
30676,5965.97152
30677,5991.39739
30678,8492.907324
30679,14336.75024
30680,12426.741
30681,9394.605315
30682,6697.409943
30683,8590.306997
30684,10587.59532
30685,10313.20405
30686,13305.15116
30687,9363.311974
30688,10589.22094
30689,10324.44376
30690,9532.067245
30691,12489.66233
30692,13491.52505
30693,10360.80374
30694,6815.283109
30695,6998.625702
30696,11241.26097
30697,13264.96323
30698,9376.202704
30699,11254.8248
30700,10701.56859
30701,10273.07008
30702,10776.68566
30703,10093.51205
30704,11252.56416
30705,5981.795985
30706,9544.164204
30707,5991.39739
30708,10313.20405
30709,8561.311809
30710,7660.017756
30711,9601.397758
30712,11254.8248
30713,8492.907324
30714,12404.36533
30715,11766.09464
30716,9012.848839
30717,12351.02868
30718,8565.077396
30719,10615.5697
30720,10304.22929
30721,10360.80374
30722,8528.67877
30723,9515.414815
30724,9617.222223
30725,5961.450244
30726,11241.26097
30727,10904.35655
30728,11770.61591
30729,10056.62336
30730,10701.56859
30731,10596.47912
30732,9016.308784
30733,10108.24477
30734,10304.22929
30735,8492.907324
30736,8993.702406
30737,13509.51042
30738,12105.27829
30739,6676.839743
30740,10379.80336
30741,10871.16369
30742,9425.777982
30743,10360.80374
30744,5991.39739
30745,5961.450244
30746,11304.73112
30747,8785.265137
30748,10290.66546
30749,10747.32812
30750,12351.02868
30751,11241.26097
30752,6622.52362
30753,7181.95003
30754,10360.80374
30755,10035.08442
30756,6484.679566
30757,11307.43881
30758,6484.679566
30759,9430.140504
30760,11241.26097
30761,9016.308784
30762,8476.842853
30763,5956.928968
30764,10301.96865
30765,12030.34493
30766,8499.76674
30767,10464.83382
30768,9219.574791
30769,9396.548444
30770,10569.51022
30771,10299.70801
30772,11986.44586
30773,9394.605315
30774,12490.54571
30775,8492.907324
30776,9430.140504
30777,10360.80374
30778,10360.80374
30779,10301.96865
30780,10360.80374
30781,12005.47791
30782,10315.46468
30783,8492.907324
30784,6998.625702
30785,10066.85965
30786,8709.984562
30787,10273.07008
30788,4827.553803
30789,5961.450244
30790,10749.26383
30791,12817.83384
30792,9423.35859
30793,9361.051336
30794,6998.625702
30795,10299.70801
30796,9000.275617
30797,10848.08105
30798,10639.48087
30799,8858.239846
30800,9627.058545
30801,10360.80374
30802,8272.449259
30803,9544.164204
30804,9355.994737
30805,8479.103491
30806,11252.56416
30807,10360.80374
30808,10301.96865
30809,10273.43271
30810,4827.553803
30811,8680.811629
30812,9010.588201
30813,12335.20421
30814,10360.80374
30815,11001.72826
30816,6998.625702
30817,8993.702406
30818,11241.26097
30819,9725.628961
30820,10179.87529
30821,8492.907324
30822,10313.20405
30823,10360.80374
30824,10483.87145
30825,10299.70801
30826,6998.625702
30827,6734.019989
30828,8977.877941
30829,11252.56416
30830,8433.076688
30831,9378.622095
30832,6768.609083
30833,6998.625702
30834,8481.364129
30835,8785.265137
30836,8515.114943
30837,8492.907324
30838,11816.39487
30839,6489.200841
30840,11597.08439
30841,7400.802058
30842,10360.80374
30843,4492.454971
30844,6998.625702
30845,8494.29294
30846,11417.56755
30847,10123.11671
30848,10304.22929
30849,7845.252591
30850,10821.89842
30851,10577.29761
30852,10288.40482
30853,10047.71528
30854,11485.38668
30855,8561.311809
30856,4827.553803
30857,10585.95014
30858,11490.72455
30859,11254.8248
30860,13194.29731
30861,8785.265137
30862,10083.69194
30863,9319.780021
30864,11252.56416
30865,7145.016787
30866,13531.22593
30867,10360.80374
30868,10483.87145
30869,5556.073076
30870,8921.724086
30871,11346.17829
30872,10290.66546
30873,11019.86525
30874,10360.80374
30875,9723.368323
30876,11241.26097
30877,9425.777982
30878,10728.87636
30879,11254.8248
30880,8276.970534
30881,10360.80374
30882,10360.80374
30883,8443.833051
30884,9601.397758
30885,14613.78541
30886,10304.22929
30887,10955.70691
30888,11254.8248
30889,7591.105866
30890,10360.80374
30891,10085.67647
30892,8492.907324
30893,8993.702406
30894,8993.702406
30895,12353.76558
30896,8997.183128
30897,8980.697432
30898,13164.90902
30899,10903.16539
30900,9018.569422
30901,10290.66546
30902,7358.840544
30903,11241.26097
30904,11254.8248
30905,11107.51073
30906,6768.609083
30907,8368.000051
30908,10230.21324
30909,11346.17829
30910,9432.930187
30911,11175.08986
30912,5991.39739
30913,12806.53066
30914,9601.397758
30915,8492.907324
30916,10360.80374
30917,9601.397758
30918,10304.22929
30919,9425.777982
30920,5991.39739
30921,8492.907324
30922,10464.83382
30923,10360.80374
30924,9380.397587
30925,9622.537269
30926,8492.907324
30927,10519.3204
30928,10139.8937
30929,10313.20405
30930,7142.819748
30931,9392.185923
30932,8481.364129
30933,9425.777982
30934,6998.625702
30935,11922.4749
30936,10299.70801
30937,12345.39882
30938,8741.633492
30939,8494.927956
30940,7943.478226
30941,11346.17829
30942,6491.461479
30943,10639.48087
30944,6998.625702
30945,8481.364129
30946,8515.114943
30947,10921.45399
30948,5571.897541
30949,11417.56755
30950,10290.66546
30951,9617.222223
30952,9423.35859
30953,7123.812746
30954,13260.44195
30955,8492.907324
30956,6674.579105
30957,8474.937805
30958,10304.22929
30959,11404.47909
30960,11167.35542
30961,9430.140504
30962,11252.56416
30963,8504.605524
30964,7111.881431
30965,11252.56416
30966,8761.306135
30967,11833.75502
30968,4827.553803
30969,10290.66546
30970,9627.058545
30971,8492.907324
30972,10360.80374
30973,9002.744957
30974,6998.625702
30975,10476.13701
30976,7406.358449
30977,9430.140504
30978,8858.157974
30979,10035.08442
30980,5961.450244
30981,9382.379651
30982,10360.80374
30983,8944.094856
30984,11984.18522
30985,11309.69944
30986,10595.05871
30987,12317.11911
30988,10469.26601
30989,10639.48087
30990,5965.97152
30991,11254.8248
30992,10993.59091
30993,6482.418928
30994,5991.39739
30995,5859.003351
30996,13201.07923
30997,8785.265137
30998,7602.153732
30999,5961.450244
31000,10360.80374
31001,10583.68951
31002,12883.23963
31003,3229.928118
31004,9394.605315
31005,8785.265137
31006,7375.973123
31007,11245.78225
31008,9208.448005
31009,12057.91914
31010,7806.934939
31011,10290.66546
31012,10605.72494
31013,8751.152306
31014,10304.22929
31015,14276.30111
31016,6998.625702
31017,9425.777982
31018,6676.839743
31019,10304.22929
31020,8491.397286
31021,7629.213183
31022,11133.44585
31023,11254.8248
31024,10859.70175
31025,9723.368323
31026,5965.97152
31027,10290.66546
31028,9272.248988
31029,10299.70801
31030,6977.549547
31031,9510.89354
31032,8944.094856
31033,7853.304537
31034,10360.80374
31035,10062.33837
31036,4825.293166
31037,8732.590941
31038,8492.907324
31039,10110.50541
31040,10301.96865
31041,11252.56416
31042,10301.96865
31043,6676.839743
31044,8423.716628
31045,10701.56859
31046,10890.04257
31047,4774.840628
31048,4827.553803
31049,8015.222711
31050,8745.40933
31051,10701.56859
31052,5991.39739
31053,6040.554045
31054,4767.792213
31055,5965.97152
31056,9016.308784
31057,11394.96117
31058,8484.297864
31059,12729.63464
31060,5965.97152
31061,8760.036103
31062,7130.594659
31063,11597.08439
31064,9601.397758
31065,10304.22929
31066,7311.544912
31067,11254.8248
31068,12353.28932
31069,5961.450244
31070,8492.907324
31071,6676.839743
31072,6998.625702
31073,6429.986076
31074,11959.70822
31075,8492.907324
31076,11480.30789
31077,9601.397758
31078,10290.66546
31079,12130.63033
31080,5954.668331
31081,6998.625702
31082,5961.450244
31083,4810.103717
31084,11959.70822
31085,11597.08439
31086,8993.702406
31087,10304.22929
31088,9430.140504
31089,11254.8248
31090,8496.394824
31091,9601.397758
31092,10151.49153
31093,10360.80374
31094,6130.003784
31095,8492.907324
31096,10215.02939
31097,5952.407693
31098,4542.506512
31099,10120.53856
31100,10360.80374
31101,10453.92298
31102,12331.79094
31103,8860.500484
31104,9016.308784
31105,9544.00545
31106,10701.56859
31107,9477.856446
31108,10268.5488
31109,10360.80374
31110,11242.03906
31111,10313.20405
31112,6998.625702
31113,8475.615991
31114,5539.351794
31115,11248.82097
31116,8278.190546
31117,6164.865876
31118,9318.986251
31119,10035.08442
31120,13450.05743
31121,9375.658552
31122,8680.811629
31123,10131.54455
31124,12555.69142
31125,11309.69944
31126,11856.99641
31127,9014.048147
31128,10360.80374
31129,10596.47912
31130,13027.31471
31131,9394.605315
31132,8492.907324
31133,7361.101182
31134,8492.907324
31135,10360.80374
31136,11292.69813
31137,10875.20871
31138,9430.140504
31139,9725.628961
31140,10301.96865
31141,6489.200841
31142,5961.450244
31143,6482.418928
31144,8723.548389
31145,8485.091635
31146,10301.96865
31147,14616.04605
31148,9425.777982
31149,11254.8248
31150,8785.265137
31151,6027.625234
31152,10701.56859
31153,3873.105377
31154,9016.308784
31155,12355.54995
31156,9394.605315
31157,10299.70801
31158,6674.579105
31159,10701.56859
31160,9432.930187
31161,6998.625702
31162,11254.8248
31163,8680.970383
31164,11929.42261
31165,11254.8248
31166,10464.83382
31167,10360.80374
31168,4544.76715
31169,6676.839743
31170,8785.265137
31171,11597.08439
31172,10538.95301
31173,8486.87601
31174,11417.56755
31175,5916.293218
31176,8762.296741
31177,9353.734099
31178,10301.96865
31179,12288.08313
31180,9432.930187
31181,10360.80374
31182,12404.36533
31183,12206.90028
31184,8754.451881
31185,10290.66546
31186,9430.299258
31187,7111.881431
31188,4638.367745
31189,9762.616986
31190,10360.80374
31191,14345.16758
31192,8492.907324
31193,6998.625702
31194,13320.81687
31195,8481.604135
31196,10639.48087
31197,11615.72835
31198,10360.80374
31199,10301.96865
31200,10137.63306
31201,6998.625702
31202,6878.397979
31203,10360.80374
31204,6482.418928
31205,10304.22929
31206,10945.44164
31207,9601.397758
31208,9016.308784
31209,10701.56859
31210,10639.48087
31211,9459.452634
31212,11254.8248
31213,10263.47001
31214,11047.43018
31215,10360.80374
31216,8506.866162
31217,10313.20405
31218,10324.44376
31219,12335.20421
31220,8785.265137
31221,8998.223682
31222,9430.140504
31223,11597.08439
31224,5981.795985
31225,9256.380013
31226,6152.610163
31227,11245.78225
31228,11352.9602
31229,10207.04935
31230,12426.741
31231,5171.416591
31232,10324.62801
31233,8492.907324
31234,13140.37719
31235,10360.80374
31236,5961.450244
31237,12679.11532
31238,10890.04257
31239,8504.605524
31240,9394.605315
31241,6998.625702
31242,11241.26097
31243,8479.103491
31244,11254.8248
31245,7229.423425
31246,10237.8525
31247,11816.39487
31248,8977.877941
31249,8618.069667
31250,6925.692346
31251,8481.364129
31252,6998.625702
31253,9392.185923
31254,10299.70801
31255,11597.08439
31256,10360.80374
31257,10131.54455
31258,9780.254561
31259,7624.691907
31260,8492.907324
31261,11250.30352
31262,4638.367745
31263,6998.625702
31264,11278.20927
31265,13514.58921
31266,12204.63964
31267,8492.907324
31268,9260.58378
31269,10360.80374
31270,10299.70801
31271,6674.579105
31272,10304.22929
31273,6998.625702
31274,8940.113417
31275,13264.96323
31276,10230.21324
31277,10315.46468
31278,11254.8248
31279,8642.193022
31280,10081.1552
31281,6998.625702
31282,11252.56416
31283,10903.16539
31284,10612.35322
31285,10313.20405
31286,11109.45386
31287,9140.359002
31288,6676.839743
31289,5961.450244
31290,7400.802058
31291,10304.22929
31292,9430.140504
31293,10903.16539
31294,9394.605315
31295,11172.82922
31296,8492.907324
31297,10030.7219
31298,13136.71326
31299,5991.39739
31300,6998.625702
31301,8764.557379
31302,10453.92298
31303,9430.140504
31304,8481.364129
31305,7109.620794
31306,10299.70801
31307,10288.40482
31308,4825.293166
31309,10360.80374
31310,4055.466443
31311,10123.11671
31312,10129.28391
31313,10665.33849
31314,12290.15021
31315,6449.658719
31316,10483.87145
31317,10313.20405
31318,8785.265137
31319,7400.802058
31320,9016.308784
31321,9425.777982
31322,10108.24477
31323,11254.8248
31324,8492.907324
31325,12452.43237
31326,8537.47348
31327,9432.559896
31328,12332.94357
31329,12276.12271
31330,9430.140504
31331,6043.449699
31332,11480.30789
31333,10360.80374
31334,11245.78225
31335,10074.52543
31336,10069.12029
31337,10360.80374
31338,8785.265137
31339,10954.41362
31340,6486.940203
31341,9423.35859
31342,9374.952972
31343,10301.96865
31344,10304.22929
31345,8446.093689
31346,6409.957844
31347,8694.737474
31348,6998.625702
31349,10301.96865
31350,8492.907324
31351,11252.56416
31352,11252.56416
31353,11241.26097
31354,9617.222223
31355,10313.20405
31356,11346.17829
31357,8752.936681
31358,8424.034136
31359,10821.89842
31360,8754.451881
31361,10817.30714
31362,8977.877941
31363,10701.56859
31364,10464.83382
31365,12335.20421
31366,8785.265137
31367,10131.54455
31368,9601.397758
31369,10701.56859
31370,6998.625702
31371,8262.96809
31372,12404.36533
31373,9601.397758
31374,8492.907324
31375,8919.413316
31376,10360.80374
31377,11993.22777
31378,5175.937866
31379,10314.40362
31380,9256.380013
31381,14941.5779
31382,9394.605315
31383,11254.8248
31384,7840.731315
31385,5200.220896
31386,9012.848839
31387,4956.700595
31388,8476.842853
31389,10313.20405
31390,8481.604135
31391,10047.71528
31392,7398.833795
31393,11252.56416
31394,9018.569422
31395,9018.569422
31396,8276.970534
31397,10701.56859
31398,10464.83382
31399,10956.51551
31400,8504.605524
31401,8502.344886
31402,10596.47912
31403,12007.18162
31404,10304.22929
31405,9386.900926
31406,9016.308784
31407,13332.59632
31408,10360.80374
31409,10360.80374
31410,12426.741
31411,10304.22929
31412,10304.22929
31413,9387.823401
31414,11897.56337
31415,6480.15829
31416,10875.20871
31417,7180.979009
31418,11099.30508
31419,10453.92298
31420,10304.22929
31421,12100.46466
31422,11254.8248
31423,7311.544912
31424,9617.222223
31425,10125.37735
31426,11507.83431
31427,10304.22929
31428,8602.279365
31429,13226.53239
31430,6998.625702
31431,8492.907324
31432,11106.26104
31433,13547.78251
31434,9261.391287
31435,11252.56416
31436,9016.308784
31437,5956.490788
31438,11311.16806
31439,10304.22929
31440,12355.54995
31441,11164.23825
31442,5961.450244
31443,10054.90256
31444,8489.136648
31445,5187.388234
31446,11236.73969
31447,10313.20405
31448,10455.51569
31449,11638.10174
31450,7132.855297
31451,9392.185923
31452,14794.01776
31453,8506.866162
31454,5965.97152
31455,8766.462427
31456,8482.037227
31457,9432.930187
31458,8484.297864
31459,8533.200046
31460,11959.70822
31461,10360.80374
31462,9601.397758
31463,10453.92298
31464,11606.6858
31465,11346.17829
31466,10315.46468
31467,11164.23825
31468,8785.265137
31469,8481.364129
31470,10301.96865
31471,8537.47348
31472,11485.38668
31473,8481.364129
31474,9723.368323
31475,11254.8248
31476,9432.559896
31477,10092.45839
31478,10701.56859
31479,9430.140504
31480,10263.47001
31481,12211.61824
31482,7128.334021
31483,9428.03862
31484,11254.8248
31485,13162.64838
31486,10360.80374
31487,7759.461544
31488,9430.140504
31489,11404.00372
31490,6927.498006
31491,8533.200046
31492,10128.45396
31493,9627.058545
31494,11245.78225
31495,6998.625702
31496,5961.450244
31497,10871.16369
31498,4791.458863
31499,10677.91129
31500,10585.95014
31501,11172.82922
31502,11236.73969
31503,5961.450244
31504,8962.841697
31505,6998.625702
31506,9627.058545
31507,12326.03807
31508,5961.450244
31509,11606.6858
31510,14342.90694
31511,9392.344677
31512,10116.01729
31513,8492.907324
31514,6998.625702
31515,9016.308784
31516,10968.58791
31517,10299.70801
31518,10301.96865
31519,10501.58196
31520,5961.964588
31521,10131.54455
31522,9016.308784
31523,8479.103491
31524,8484.297864
31525,8642.193022
31526,12489.66233
31527,10754.11004
31528,6258.949188
31529,9016.308784
31530,7132.855297
31531,6676.839743
31532,8492.907324
31533,10301.96865
31534,9430.140504
31535,9005.393828
31536,10999.46763
31537,8977.877941
31538,7401.094433
31539,11613.86138
31540,10321.28074
31541,11693.50266
31542,11252.56416
31543,8785.265137
31544,5556.073076
31545,8997.183128
31546,5979.535347
31547,5579.631978
31548,8831.03238
31549,11175.08986
31550,10301.96865
31551,10273.07008
31552,10615.33844
31553,10701.56859
31554,8302.364051
31555,11993.22777
